sum.taxonomy	X12S_Sample.EB.combined	X12S_Sample.FB.combined	X12S_Sample12.2.StatNo.12	X12S_Sample12.3.StatNo.12	X12S_Sample13.1.StatNo.13	X12S_Sample13.2.StatNo.13	X12S_Sample16.2.StatNo.16	X12S_Sample16.3.StatNo.16	X12S_Sample17.1.StatNo.17	X12S_Sample17.2.StatNo.17	X12S_Sample17.3.StatNo.17	X12S_Sample17.4.StatNo.17	X12S_Sample18.2.StatNo.18	X12S_Sample18.3.StatNo.18	X12S_Sample19.1.StatNo.19	X12S_Sample19.2.StatNo.19	X12S_Sample25.1.StatNo.28	X12S_Sample25.11.StatNo.28	X12S_Sample25.2.StatNo.28	X12S_Sample26.11.StatNo.45	X12S_Sample26.12.StatNo.45	X12S_Sample27.11.StatNo.41	X12S_Sample3.1.StatNo.3	X12S_Sample3.2.StatNo.3	X12S_Sample3.3.StatNo.3	X12S_Sample3.4.StatNo.3	X12S_Sample4.1.StatNo.4	X12S_Sample4.2.StatNo.4	X12S_Sample5.1.StatNo.5	X12S_Sample5.2.StatNo.5	X12S_Sample5.3.StatNo.5	X12S_Sample5.4.StatNo.5	X12S_Sample6.2.StatNo.6	X12S_Sample6.3.StatNo.6	X12S_Sample6.4.StatNo.6	X12S_Sample6.5.StatNo.6	X12S_Sample7.2.StatNo.7	X12S_Sample7.3.StatNo.7	X12S_Sample7.4.StatNo.7	X12S_Sample7.5.StatNo.7	X12S_Sample8.1.StatNo.8	X12S_Sample8.2.StatNo.8
Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachinotus;Trachinotus blochii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Ulua;Ulua mentalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Uraspis;Uraspis uraspis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Carangiformes;Coryphaenidae;Coryphaena;Coryphaena hippurus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Lepomis;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Lepomis;Lepomis gibbosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Lepomis;Lepomis humilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Lepomis;Lepomis macrochirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Micropterus;Micropterus salmoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Centrarchidae;Pomoxis;Pomoxis nigromaculatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;Cheilodactylus;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Elassomatidae;Elassoma;Elassoma boehlkei	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kuhliidae;Kuhlia;Kuhlia rupestris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella mezina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella punctata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Graus;Graus nigra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Hermosilla;Hermosilla azurea	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus incisor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Microcanthus;Microcanthus strigatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Neoscorpis;Neoscorpis lithophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;NA;;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Percichthyidae;Macquaria;Macquaria australasica	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Percichthyidae;NA;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Percichthyidae;Percilia;Percilia irwini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates quadrilineatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates sexlineatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Terapon;Terapon puta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Amphichaetodon;Amphichaetodon melbae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Chaetodon;Chaetodon modestus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Chaetodontidae;Hemitaurichthys;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula blochii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Characiformes;Bryconidae;Brycon;Brycon orbignyanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Hemigrammus;Hemigrammus erythrozonus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Hemigrammus;Hemigrammus hyanuary	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Characiformes;Hemiodontidae;Hemiodopsis;Hemiodopsis gracilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0
Eukaryota;Chordata;Actinopteri;Characiformes;Lebiasinidae;Lebiasina;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Characiformes;NA;;	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Amatitlania;Amatitlania sajica	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Andinoacara;Andinoacara rivulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Archocentrus;Archocentrus multispinosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Benitochromis;Benitochromis finleyi	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Cichla;Cichla ocellaris	1	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Geophagus;Geophagus steindachneri	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Heterotilapia;Heterotilapia buttikoferi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;NA;	2	2	0	0	0	0	0	0	0	1	9	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Nannacara;Nannacara anomala	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Paretroplus;Paretroplus maculatus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Ptychochromoides;Ptychochromoides katria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Satanoperca;Satanoperca jurupari	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Tropheus;Tropheus moorii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cichliformes;Cichlidae;Tylochromis;Tylochromis polylepis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Microthrissa;Microthrissa congica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Nematalosa;Nematalosa come	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Potamothrissa;Potamothrissa acutirostris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Anchoviella;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Anchoviella;Anchoviella jamesi	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Anchoviella;Anchoviella sp. LBP 2297	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;	2	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina devisi	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina punctifer	121788	59	928	0	9	1	88	5776	204810	11343	37066	0	0	0	0	211	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;	1	13	1	1	0	1	0	0	8	3	1	0	0	0	0	0	0	4	0	1	0	0	1	19	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis encrasicolus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax	1	286758	0	0	8	9	49	306	862	53485	18968	0	0	0	0	0	0	70804	1	0	0	0	6	326330	1	0	0	0	0	0	0	0	0	1	0	0	94826	0	0	0	0	1
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Lycengraulis;Lycengraulis grossidens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;NA;	1	12	0	0	0	0	0	0	9	1	1	0	0	0	0	0	0	5	1	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1
Eukaryota;Chordata;Actinopteri;Clupeiformes;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cypriniformes;Cobitidae;Acantopsis;Acantopsis choirorhynchos	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Labeo;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Osteobrama;Osteobrama feae	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Poropuntius;Poropuntius normani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cypriniformes;NA;;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Cyprinodontidae;Cyprinodon;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Cyprinodontiformes;Poeciliidae;Poeciliopsis;Poeciliopsis occidentalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Ephippiformes;Ephippidae;Ephippus;Ephippus orbis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Ephippiformes;Ephippidae;Platax;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Esociformes;Umbridae;Umbra;Umbra limi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;NA;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140
Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Raniceps;Raniceps raninus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Trisopterus;Trisopterus luscus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Gadiformes;Gaidropsaridae;Ciliata;Ciliata mustela	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;	107753	804346	91580	22	640	108738	554445	367548	1026	89822	38852	0	415181	25270	32	403918	100524	375932	0	3	0	0	50478	0	168	763068	2	812944	23777	0	1	0	533019	296510	0	40	0	311148	215618	6	1	119115
Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius bilinearis	7	12	2	0	1	7	5	7	0	6	1	0	7	0	0	9	1	6	0	1	0	0	2	0	0	8	0	9	1	0	0	0	5	2	0	0	0	9	4	0	1	3
Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius merluccius	0	3	0	0	0	0	2	0	0	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1
Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius polli	1	6	4	0	0	5	1	5	0	2	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	3	2	0	0	0	2	3	1	0	2
Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius productus	292	1680	177	1	9	398	1231	883	11	194	105	1	787	74	0	868	155	885	0	6	1	0	106	0	23	1339	0	1609	75	0	5	2	1126	1086	0	1	1	1214	537	4	1	279
Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Antimora;	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Halargyreus;Halargyreus johnsonii	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Laemonema;Laemonema longipes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Lotella;Lotella phycis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Gadiformes;NA;;	1	5	1	0	0	2	8	1	0	4	4	0	4	0	0	2	0	4	0	0	0	0	0	0	1	3	0	5	0	0	2	0	2	1	0	0	0	2	2	0	0	0
Eukaryota;Chordata;Actinopteri;Gerreiformes;Gerreidae;Gerres;Gerres erythrourus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Oxyeleotris;	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Oxyeleotris;Oxyeleotris urophthalmoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
