Accession#,Reads,DescriptionDepth,Description,Library,Barcode Label,Barcode,Sample,Depth,Taxonomy,Kingdom,Phyllum,Class,Order,Family,Genus,Species,Proportion of Reads
AP012253.1,12,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema fibulatum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Benthosema fibulatum,0.006315789
LC499129.1,84,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus spinifer,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus spinifer,0.044210526
LC499128.1,90,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus spinifer,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus spinifer,0.047368421
AP012253.1,5,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema fibulatum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Benthosema fibulatum,0.002631579
LC499129.1,73,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus spinifer,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus spinifer,0.038421053
LC458344.1,77,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster axiologus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster axiologus,0.040526316
LC499128.1,74,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus spinifer,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus spinifer,0.038947368
LC037121.1,55,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster axiologus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster axiologus,0.028947368
AP012253.1,4,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema fibulatum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Benthosema fibulatum,0.002105263
LC499128.1,86,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus spinifer,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus spinifer,0.045263158
LC499129.1,82,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus spinifer,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus spinifer,0.043157895
LC021027.1,82,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus stereope,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus stereope,0.043157895
LC499128.1,82,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus spinifer,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus spinifer,0.043157895
AP012253.1,6,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema fibulatum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Benthosema fibulatum,0.003157895
LC499129.1,71,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus spinifer,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus spinifer,0.037368421
LC458345.1,74,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster axiologus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster axiologus,0.038947368
LC021027.1,70,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus stereope,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus stereope,0.036842105
LC021027.1,73,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus stereope,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus stereope,0.038421053
LC021027.1,66,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus stereope,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus stereope,0.034736842
LC458344.1,70,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster axiologus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster axiologus,0.036842105
LC021027.1,67,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Stomiiformes;Sternoptychidae;Polyipnus;Polyipnus stereope,Eukaryota,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Polyipnus,Polyipnus stereope,0.035263158
AP006743.1,68,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster coronata,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster coronata,0.035789474
LC458344.1,71,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster axiologus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster axiologus,0.037368421
AP012253.1,6,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema fibulatum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Benthosema fibulatum,0.003157895
AP012253.1,5,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema fibulatum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Benthosema fibulatum,0.002631579
LC037121.1,62,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster axiologus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster axiologus,0.032631579
AP006743.1,66,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster coronata,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster coronata,0.034736842
AP006743.1,69,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster coronata,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster coronata,0.036315789
AP006743.1,64,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster coronata,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster coronata,0.033684211
LC458344.1,60,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster axiologus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster axiologus,0.031578947
LC458344.1,61,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster axiologus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster axiologus,0.032105263
AP006743.1,65,"Site 1, Hawai'i Nearshore (400m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.1,Barcode1,HC1.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Canthigaster;Canthigaster coronata,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,Canthigaster coronata,0.034210526
LC091666.1,119,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.2,Barcode2,HC1.2,200,Eukaryota;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Sigmops;Sigmops sp. CBMZF15560,Eukaryota,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Sigmops,Sigmops sp. CBMZF15560,0.048061389
AP012253.1,122,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.2,Barcode2,HC1.2,200,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema fibulatum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Benthosema fibulatum,0.049273021
AP012253.1,34,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.2,Barcode2,HC1.2,200,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema fibulatum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Benthosema fibulatum,0.013731826
LC091666.1,22,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.2,Barcode2,HC1.2,200,Eukaryota;Chordata;Actinopteri;Stomiiformes;Gonostomatidae;Sigmops;Sigmops sp. CBMZF15560,Eukaryota,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Sigmops,Sigmops sp. CBMZF15560,0.008885299
LC146157.1,222,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.3,Barcode3,HC1.3,200,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus chrysorhynchus,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus chrysorhynchus,0.089660743
AP012253.1,176,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.3,Barcode3,HC1.3,200,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema fibulatum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Benthosema fibulatum,0.071082391
LC146157.1,396,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.3,Barcode3,HC1.3,200,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus chrysorhynchus,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus chrysorhynchus,0.15993538
AP012253.1,263,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.3,Barcode3,HC1.3,200,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema fibulatum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Benthosema fibulatum,0.106219709
LC146157.1,421,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.3,Barcode3,HC1.3,200,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus chrysorhynchus,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus chrysorhynchus,0.17003231
AP012253.1,282,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.3,Barcode3,HC1.3,200,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema fibulatum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Benthosema fibulatum,0.113893376
LC146157.1,231,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.3,Barcode3,HC1.3,200,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus chrysorhynchus,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus chrysorhynchus,0.093295638
AP012253.1,143,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.3,Barcode3,HC1.3,200,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Benthosema;Benthosema fibulatum,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Benthosema,Benthosema fibulatum,0.057754443
AP012230.1,21,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.3,Barcode3,HC1.3,200,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus chrysorhynchus,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus chrysorhynchus,0.008481422
AP012230.1,24,"Site 1, Hawai'i Nearshore (200m)","Site 1, Hawai'I Nearshore",Lib1,Seq1.3,Barcode3,HC1.3,200,Eukaryota;Chordata;Actinopteri;Myctophiformes;Myctophidae;Diaphus;Diaphus chrysorhynchus,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus chrysorhynchus,0.009693053
FJ215057.1,4,"Site 2, Keiahoe/Hawai'I (400m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.2,Barcode 2,2.2,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius polli,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius polli,0.133333333
MF541546.1,2,"Site 2, Keiahoe/Hawai'I (400m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.2,Barcode 2,2.2,400,Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Hippocampus;Hippocampus hippocampus,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus hippocampus,0.066666667
AY122768.1,5,"Site 2, Keiahoe/Hawai'I (400m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.2,Barcode 2,2.2,400,Eukaryota;Chordata;Lepidosauria;Squamata;Colubridae;Elaphe;Elaphe bimaculata,Eukaryota,Chordata,Lepidosauria,Squamata,Colubridae,Elaphe,Elaphe bimaculata,0.166666667
AF326244.1,3,"Site 2, Keiahoe/Hawai'I (400m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.2,Barcode 2,2.2,400,Eukaryota;Chordata;Mammalia;Rodentia;Spalacidae;Eospalax;Eospalax fontanierii,Eukaryota,Chordata,Mammalia,Rodentia,Spalacidae,Eospalax,Eospalax fontanierii,0.1
AP011408.1,8,"Site 2, Keiahoe/Hawai'I (400m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.2,Barcode 2,2.2,400,Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Clypeobarbus;Clypeobarbus pleuropholis,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Clypeobarbus,Clypeobarbus pleuropholis,0.266666667
AM886465.1,2,"Site 2, Keiahoe/Hawai'I (400m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.2,Barcode 2,2.2,400,Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Aphyocypris;Aphyocypris kikuchii,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Aphyocypris,Aphyocypris kikuchii,0.066666667
EU979656.1,1,"Site 2, Keiahoe/Hawai'I (400m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.2,Barcode 2,2.2,400,Eukaryota;Chordata;Amphibia;Anura;Dicroglossidae;Quasipaa;Quasipaa sp. FMNH258383,Eukaryota,Chordata,Amphibia,Anura,Dicroglossidae,Quasipaa,Quasipaa sp. FMNH258383,0.033333333
AY915998.1,1,"Site 2, Keiahoe/Hawai'I (400m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.2,Barcode 2,2.2,400,Eukaryota;Chordata;Amphibia;Caudata;Hynobiidae;Iranodon;Iranodon persicus,Eukaryota,Chordata,Amphibia,Caudata,Hynobiidae,Iranodon,Iranodon persicus,0.033333333
KU184020.1,1,"Site 2, Keiahoe/Hawai'I (400m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.2,Barcode 2,2.2,400,Eukaryota;Chordata;Amphibia;Anura;Hylidae;Aplastodiscus;Aplastodiscus perviridis,Eukaryota,Chordata,Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus perviridis,0.033333333
JN690747.1,1,"Site 2, Keiahoe/Hawai'I (400m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.2,Barcode 2,2.2,400,Eukaryota;Chordata;Amphibia;Anura;Bufonidae;Rhinella;Rhinella castaneotica,Eukaryota,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella castaneotica,0.033333333
EF566959.1,1,"Site 2, Keiahoe/Hawai'I (400m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.2,Barcode 2,2.2,400,Eukaryota;Chordata;Amphibia;Anura;Hylidae;Dryophytes;Dryophytes arenicolor,Eukaryota,Chordata,Amphibia,Anura,Hylidae,Dryophytes,Dryophytes arenicolor,0.033333333
AY169585.1,1,"Site 2, Keiahoe/Hawai'I (400m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.2,Barcode 2,2.2,400,Eukaryota;Chordata;Lepidosauria;Squamata;Scincidae;Eulamprus;Eulamprus quoyii,Eukaryota,Chordata,Lepidosauria,Squamata,Scincidae,Eulamprus,Eulamprus quoyii,0.033333333
KX381339.1,3,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Mammalia;Chiroptera;Molossidae;Cynomops;Cynomops paranus,Eukaryota,Chordata,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops paranus,0.041666667
EF472147.1,3,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Amphibia;Anura;Hylidae;Pseudacris;Pseudacris triseriata,Eukaryota,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris triseriata,0.041666667
EU921899.1,3,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Lepidosauria;Squamata;Elapidae;Ophiophagus;Ophiophagus hannah,Eukaryota,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,0.041666667
JQ962988.1,4,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Aves;Charadriiformes;Scolopacidae;Limnodromus;Limnodromus griseus,Eukaryota,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,Limnodromus griseus,0.055555556
EF493706.1,1,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Amphibia;Anura;Strabomantidae;Pristimantis;Pristimantis rhabdolaemus,Eukaryota,Chordata,Amphibia,Anura,Strabomantidae,Pristimantis,Pristimantis rhabdolaemus,0.013888889
AF150005.1,1,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Actinopteri;;Moronidae;Morone;Morone chrysops,Eukaryota,Chordata,Actinopteri,,Moronidae,Morone,Morone chrysops,0.013888889
FJ938048.1,4,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Amphibia;Caudata;Salamandridae;Paramesotriton;Paramesotriton chinensis,Eukaryota,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,Paramesotriton chinensis,0.055555556
FJ965469.1,1,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Actinopteri;Siluriformes;Loricariidae;Neoplecostomus;Neoplecostomus corumba,Eukaryota,Chordata,Actinopteri,Siluriformes,Loricariidae,Neoplecostomus,Neoplecostomus corumba,0.013888889
AJ628373.1,3,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Mammalia;Didelphimorphia;Didelphidae;Didelphis;Didelphis albiventris,Eukaryota,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,0.041666667
AY425845.1,2,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Mammalia;Rodentia;Bathyergidae;Heliophobius;Heliophobius argenteocinereus,Eukaryota,Chordata,Mammalia,Rodentia,Bathyergidae,Heliophobius,Heliophobius argenteocinereus,0.027777778
KF357995.1,1,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius;Charadrius obscurus,Eukaryota,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius obscurus,0.013888889
KR180301.1,1,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Orcinus;Orcinus orca,Eukaryota,Chordata,Mammalia,Artiodactyla,Delphinidae,Orcinus,Orcinus orca,0.013888889
KU904484.1,2,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Amphibia;Caudata;Sirenidae;Siren;Siren intermedia,Eukaryota,Chordata,Amphibia,Caudata,Sirenidae,Siren,Siren intermedia,0.027777778
LC021002.1,3,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Actinopteri;Argentiniformes;Microstomatidae;Nansenia;Nansenia ardesiaca,Eukaryota,Chordata,Actinopteri,Argentiniformes,Microstomatidae,Nansenia,Nansenia ardesiaca,0.041666667
EU567929.1,1,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Lepidosauria;Squamata;Scincidae;Phasmasaurus;Phasmasaurus tillieri,Eukaryota,Chordata,Lepidosauria,Squamata,Scincidae,Phasmasaurus,Phasmasaurus tillieri,0.013888889
KF540146.1,2,"Site 2, Keiahoe/Hawai'I (200m)","Site 2, Keiahoe/Hawai'i",Lib2,Seq2.3,Barcode 3,2.3,200,Eukaryota;Chordata;Amphibia;Gymnophiona;Caeciliidae;Caecilia;Caecilia tentaculata,Eukaryota,Chordata,Amphibia,Gymnophiona,Caeciliidae,Caecilia,Caecilia tentaculata,0.027777778
