Accession#,Reads,DescriptionDepth,Description,Library,Barcode Label,Barcode,Sample,Depth,Taxonomy,Kingdom,Phyllum,Class,Order,Family,Genus,Species,Proportion of Reads
LC049672.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Citharidae;Lepidoblepharon;Lepidoblepharon ophthalmolepis,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Citharidae,Lepidoblepharon,Lepidoblepharon ophthalmolepis,0.002306805
LC146058.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Characiformes;Characidae;Thayeria;Thayeria obliqua,Eukaryota,Chordata,Actinopteri,Characiformes,Characidae,Thayeria,Thayeria obliqua,0.001153403
AB972067.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Molidae;Ranzania;Ranzania laevis,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Molidae,Ranzania,Ranzania laevis,0.002306805
AP011910.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Tetraodontidae;Colomesus;Colomesus psittacus,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Colomesus,Colomesus psittacus,0.001153403
LC021196.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Lotella;Lotella phycis,Eukaryota,Chordata,Actinopteri,Gadiformes,Moridae,Lotella,Lotella phycis,0.002306805
LC104645.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Pseudocheilinus;Pseudocheilinus hexataenia,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Pseudocheilinus,Pseudocheilinus hexataenia,0.001153403
JX684105.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sagittalarva;Sagittalarva inornata,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Sagittalarva,Sagittalarva inornata,0.001153403
LC499375.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Neoclinus;Neoclinus okazakii,Eukaryota,Chordata,Actinopteri,Blenniiformes,Labrisomidae,Neoclinus,Neoclinus okazakii,0.002306805
KM921745.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus amboinensis,Eukaryota,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus amboinensis,0.001153403
LC458383.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Argentiniformes;Opisthoproctidae;Rhynchohyalus;Rhynchohyalus natalensis,Eukaryota,Chordata,Actinopteri,Argentiniformes,Opisthoproctidae,Rhynchohyalus,Rhynchohyalus natalensis,0.001153403
FJ215082.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Squalogadus;Squalogadus modificatus,Eukaryota,Chordata,Actinopteri,Gadiformes,Macrouridae,Squalogadus,Squalogadus modificatus,0.001153403
FJ215020.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;Coryphaenoides subserrulatus,Eukaryota,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides subserrulatus,0.001153403
LC474254.1,3,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Trimma;Trimma marinae,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Trimma,Trimma marinae,0.003460208
AP011561.1,7,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina punctifer,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina punctifer,0.008073818
LC049946.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Perciformes;Liparidae;Squaloliparis;Squaloliparis dentatus,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Squaloliparis,Squaloliparis dentatus,0.002306805
KT600961.1,3,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Pervagor;Pervagor janthinosoma,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Pervagor,Pervagor janthinosoma,0.003460208
LC499158.1,3,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Lophiiformes;Chaunacidae;Chaunax;Chaunax sp. KAUMI111003,Eukaryota,Chordata,Actinopteri,Lophiiformes,Chaunacidae,Chaunax,Chaunax sp. KAUMI111003,0.003460208
GQ850647.1,4,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Lepidosauria;Squamata;Xantusiidae;Lepidophyma;Lepidophyma mayae,Eukaryota,Chordata,Lepidosauria,Squamata,Xantusiidae,Lepidophyma,Lepidophyma mayae,0.00461361
LC193363.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gobiiformes;Odontobutidae;Odontobutis;Odontobutis obscura,Eukaryota,Chordata,Actinopteri,Gobiiformes,Odontobutidae,Odontobutis,Odontobutis obscura,0.002306805
AY012109.1,4,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Mammalia;Tubulidentata;Orycteropodidae;Orycteropus;Orycteropus afer,Eukaryota,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,Orycteropus afer,0.00461361
MK737946.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Amphibia;Caudata;Hynobiidae;Iranodon;Iranodon persicus,Eukaryota,Chordata,Amphibia,Caudata,Hynobiidae,Iranodon,Iranodon persicus,0.002306805
JQ406951.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;;Testudines;Trionychidae;Chitra;Chitra indica,Eukaryota,Chordata,Unclassified,Testudines,Trionychidae,Chitra,Chitra indica,0.002306805
AP017956.1,3,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina punctifer,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina punctifer,0.003460208
JF712657.1,4,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Amphibia;Caudata;Salamandridae;Paramesotriton;Paramesotriton guanxiensis,Eukaryota,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,Paramesotriton guanxiensis,0.00461361
HQ711552.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Amphibia;Caudata;Salamandridae;Paramesotriton;Paramesotriton fuzhongensis,Eukaryota,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,Paramesotriton fuzhongensis,0.002306805
AF088970.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Mammalia;Dasyuromorphia;Dasyuridae;Sminthopsis;Sminthopsis leucopus,Eukaryota,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis leucopus,0.002306805
AB972095.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Glyptocephalus;Glyptocephalus kitaharae,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus kitaharae,0.002306805
LC385218.1,3,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia mystus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Coilia,Coilia mystus,0.003460208
AP017951.1,4,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina punctifer,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina punctifer,0.00461361
AP008945.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Beloniformes;Adrianichthyidae;Oryzias;Oryzias latipes,Eukaryota,Chordata,Actinopteri,Beloniformes,Adrianichthyidae,Oryzias,Oryzias latipes,0.002306805
AB018224.1,8,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Macrouridae;Coryphaenoides;Coryphaenoides armatus,Eukaryota,Chordata,Actinopteri,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides armatus,0.00922722
MK313323.1,5,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Lepidosauria;Squamata;Viperidae;Bothriechis;Bothriechis nubestris,Eukaryota,Chordata,Lepidosauria,Squamata,Viperidae,Bothriechis,Bothriechis nubestris,0.005767013
AF362542.1,5,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Lepidosauria;Squamata;Iguanidae;Uracentron;Uracentron flaviceps,Eukaryota,Chordata,Lepidosauria,Squamata,Iguanidae,Uracentron,Uracentron flaviceps,0.005767013
FJ938044.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Amphibia;Caudata;Salamandridae;Paramesotriton;Paramesotriton fuzhongensis,Eukaryota,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,Paramesotriton fuzhongensis,0.002306805
AF339050.1,8,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Lepidosauria;Squamata;Dactyloidae;Anolis;Anolis carolinensis,Eukaryota,Chordata,Lepidosauria,Squamata,Dactyloidae,Anolis,Anolis carolinensis,0.00922722
AP006047.1,16,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Molidae;Ranzania;Ranzania laevis,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Molidae,Ranzania,Ranzania laevis,0.018454441
U58924.1,5,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus californicus,Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus,0.005767013
FJ215058.1,3,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius hubbsi,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius hubbsi,0.003460208
JF438697.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Lepidosauria;Squamata;Scincidae;Lampropholis;Lampropholis delicata,Eukaryota,Chordata,Lepidosauria,Squamata,Scincidae,Lampropholis,Lampropholis delicata,0.002306805
EF218636.1,7,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Gobius;Gobius paganellus,Eukaryota,Chordata,Actinopteri,Gobiiformes,Gobiidae,Gobius,Gobius paganellus,0.008073818
AB974494.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Moridae;Lotella;Lotella tosaensis,Eukaryota,Chordata,Actinopteri,Gadiformes,Moridae,Lotella,Lotella tosaensis,0.002306805
AY395855.1,5,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Mammalia;Chiroptera;Hipposideridae;Hipposideros;Hipposideros abae,Eukaryota,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,Hipposideros abae,0.005767013
FJ215057.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius polli,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius polli,0.002306805
FJ215055.1,14,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius productus,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,0.016147636
AP019350.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Anguilliformes;Ophichthidae;Pisodonophis;Pisodonophis cancrivorus,Eukaryota,Chordata,Actinopteri,Anguilliformes,Ophichthidae,Pisodonophis,Pisodonophis cancrivorus,0.002306805
AY915998.1,4,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Amphibia;Caudata;Hynobiidae;Iranodon;Iranodon persicus,Eukaryota,Chordata,Amphibia,Caudata,Hynobiidae,Iranodon,Iranodon persicus,0.00461361
KX697971.1,9,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Amphibia;Anura;Hylidae;Hypsiboas;Hypsiboas crepitans,Eukaryota,Chordata,Amphibia,Anura,Hylidae,Hypsiboas,Hypsiboas crepitans,0.010380623
AJ419960.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Amphibia;Caudata;Hynobiidae;Ranodon;Ranodon sibiricus,Eukaryota,Chordata,Amphibia,Caudata,Hynobiidae,Ranodon,Ranodon sibiricus,0.002306805
AP017955.1,8,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Encrasicholina;Encrasicholina punctifer,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Encrasicholina,Encrasicholina punctifer,0.00922722
FJ938041.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Amphibia;Caudata;Salamandridae;Paramesotriton;Paramesotriton guanxiensis,Eukaryota,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,Paramesotriton guanxiensis,0.002306805
AB241056.1,6,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Mammalia;Diprotodontia;Macropodidae;Lagorchestes;Lagorchestes hirsutus,Eukaryota,Chordata,Mammalia,Diprotodontia,Macropodidae,Lagorchestes,Lagorchestes hirsutus,0.006920415
AY488239.1,5,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Aves;Passeriformes;Meliphagidae;Ramsayornis;Ramsayornis fasciatus,Eukaryota,Chordata,Aves,Passeriformes,Meliphagidae,Ramsayornis,Ramsayornis fasciatus,0.005767013
LC499416.1,3,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Calumia;Calumia godeffroyi,Eukaryota,Chordata,Actinopteri,Gobiiformes,Eleotridae,Calumia,Calumia godeffroyi,0.003460208
KU360510.1,8,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa kammalensis,Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Thryssa,Thryssa kammalensis,0.00922722
M81137.1,3,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Mammalia;Chiroptera;Phyllostomidae;Brachyphylla;Brachyphylla cavernarum,Eukaryota,Chordata,Mammalia,Chiroptera,Phyllostomidae,Brachyphylla,Brachyphylla cavernarum,0.003460208
MK791967.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Lepidosauria;Squamata;Scincidae;Trachylepis;Trachylepis cf. varia clade 2,Eukaryota,Chordata,Lepidosauria,Squamata,Scincidae,Trachylepis,Trachylepis cf. varia clade 2,0.002306805
FJ984568.1,13,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Sinocyclocheilus;Sinocyclocheilus altishoulderus,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus altishoulderus,0.014994233
FJ215054.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius gayi,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius gayi,0.002306805
GQ850648.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Lepidosauria;Squamata;Xantusiidae;Lepidophyma;Lepidophyma mayae,Eukaryota,Chordata,Lepidosauria,Squamata,Xantusiidae,Lepidophyma,Lepidophyma mayae,0.002306805
FJ598860.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Leptomona;Leptomona russica,Eukaryota,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Leptomona,Leptomona russica,0.002306805
MN015234.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Lepidosauria;Squamata;Lacertidae;Psammodromus;Psammodromus algirus,Eukaryota,Chordata,Lepidosauria,Squamata,Lacertidae,Psammodromus,Psammodromus algirus,0.001153403
AY098622.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;;Pomacentridae;Acanthochromis;Acanthochromis polyacanthus,Eukaryota,Chordata,Actinopteri,,Pomacentridae,Acanthochromis,Acanthochromis polyacanthus,0.002306805
DQ239266.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Lepidosauria;Squamata;Scincidae;Mabuya;Mabuya ficta,Eukaryota,Chordata,Lepidosauria,Squamata,Scincidae,Mabuya,Mabuya ficta,0.002306805
KX688185.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Mammalia;Rodentia;Echimyidae;Proechimys;Proechimys brevicauda,Eukaryota,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,Proechimys brevicauda,0.001153403
AY915994.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Amphibia;Caudata;Hynobiidae;Hynobius;Hynobius boulengeri,Eukaryota,Chordata,Amphibia,Caudata,Hynobiidae,Hynobius,Hynobius boulengeri,0.001153403
HQ711551.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Amphibia;Caudata;Salamandridae;Paramesotriton;Paramesotriton fuzhongensis,Eukaryota,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,Paramesotriton fuzhongensis,0.001153403
JF438678.1,4,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Lepidosauria;Squamata;Scincidae;Lampropholis;Lampropholis delicata,Eukaryota,Chordata,Lepidosauria,Squamata,Scincidae,Lampropholis,Lampropholis delicata,0.00461361
FJ215056.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius bilinearis,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius bilinearis,0.002306805
FJ938048.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Amphibia;Caudata;Salamandridae;Paramesotriton;Paramesotriton chinensis,Eukaryota,Chordata,Amphibia,Caudata,Salamandridae,Paramesotriton,Paramesotriton chinensis,0.002306805
AF128231.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Mammalia;Didelphimorphia;Didelphidae;Marmosa;Marmosa robinsoni,Eukaryota,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa,Marmosa robinsoni,0.001153403
FJ215060.1,2,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Merlucciidae;Merluccius;Merluccius australis,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius australis,0.002306805
LC499230.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;;Plesiopidae;Plesiops;Plesiops verecundus,Eukaryota,Chordata,Actinopteri,,Plesiopidae,Plesiops,Plesiops verecundus,0.001153403
KY798495.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Galaxiiformes;Galaxiidae;Galaxias;Galaxias rostratus,Eukaryota,Chordata,Actinopteri,Galaxiiformes,Galaxiidae,Galaxias,Galaxias rostratus,0.001153403
KP644344.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Gadiformes;Gadidae;Trisopterus;Trisopterus esmarkii,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Trisopterus,Trisopterus esmarkii,0.001153403
KC466692.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Nematalosa;Nematalosa nasus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Nematalosa,Nematalosa nasus,0.001153403
KR349313.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Amphibia;Anura;Calyptocephalellidae;Telmatobufo;Telmatobufo australis,Eukaryota,Chordata,Amphibia,Anura,Calyptocephalellidae,Telmatobufo,Telmatobufo australis,0.001153403
AP012955.1,1,"Site 8, Cyclonic Eddy (400m)","Site 8, Cyclonic Eddy",Lib4,Seq4.10,Barcode 10,8.1,400,Eukaryota;Chordata;Actinopteri;Argentiniformes;Microstomatidae;Nansenia;Nansenia boreacrassicauda,Eukaryota,Chordata,Actinopteri,Argentiniformes,Microstomatidae,Nansenia,Nansenia boreacrassicauda,0.001153403
